ID	example study	PMID	note	quote	URL	title
COHO:0000268	EGAS00001002271		EGA review 2026-09-22			
COHO:0000269	EGAS00001000249	PMID:24292195	EGA review 2026-09-22: the project's first-year study; EGAS00001001028 is its second year			
COHO:0000270	EGAS00001002218		EGA review 2026-09-22 (verified as ICGC)			
COHO:0000271	EGAS00001000394	PMID:24139898	EGA review 2026-09-22; later studies of the project are EGAS00001001394 and EGAS00001002198			
COHO:0000272	EGAS00001000725		EGA review 2026-09-22: the project's tumour samples; EGAS00001000724, EGAS00001000726 and EGAS00001000727 hold its other sample sets			
COHO:0000273	EGAS00001002311		EGA review 2026-09-22 (verified as ICGC)			
COHO:0000274	EGAS00001000381	PMID:23817572	EGA review 2026-09-22; further studies of the project are EGAS00001000561, EGAS00001000565 and EGAS00001001139			
COHO:0000275	EGAS00001000262	PMID:29662167	EGA review 2026-09-22			
COHO:0000276	EGAS00001001667	PMID:27329137	EGA review 2026-09-22			
COHO:0000277	EGAS00001007041		EGA search 2026-09-22 for the ready-to-add list's name			
COHO:0000278	EGAS50000001533		EGA review 2026-09-22: the consortium's SCCHN1 cohort; its other cohorts are EGAS50000001505, EGAS50000001558 and EGAS50000001587			
COHO:0000279	EGAS50000001533		EGA review 2026-09-22			
COHO:0000280	EGAS50000001393		EGA search 2026-09-22 for the ready-to-add list's name			
COHO:0000281	EGAS00001004964		EGA review 2026-09-22			
COHO:0000282	EGAS00001002311		EGA review 2026-09-22: one of the consortium's project studies; the acronym moves here from COHO:0000101, the consortium's chronic lymphocytic leukaemia project			
COHO:0000283	EGAS00001005110		EGA search 2026-09-22 for the ready-to-add list's name			
COHO:0000284	EGAS00001002548		EGA review 2026-09-22: whole-genome sequencing of the HapMap Maasai collection; other studies use HapMap only as a reference panel			
COHO:0000285	EGAS00001001266	PMID:33239696	EGA review 2026-09-22: the consortium's maternal GWAS meta-analysis; EGAS00001000417, EGAS00001000416 and EGAS00001001048 are its other components			
COHO:0000286	EGAS00001007580	PMID:38626723	EGA review 2026-09-22			
COHO:0000287	EGAS00001001704	PMID:26319774	EGA review 2026-09-22 (corrected by the reviewer)			
COHO:0000288	EGAS50000000133		EGA review 2026-09-22 (verified as LifeLines); EGAS00001005969 is the pilot and EGAS00001007592 the newborn cohort			
COHO:0000289	EGAS00001005076		EGA review 2026-09-22 (corrected by the reviewer)			
COHO:0000290	EGAS00001000143		EGA review 2026-09-22; the EGA study is marked deprecated but is the only record of the sample			
COHO:0000291	EGAS00001005340		EGA search 2026-09-22 for the ready-to-add list's name			
COHO:0000292	EGAS00001005979		EGA review 2026-09-22 (corrected by the reviewer)			
COHO:0000293	EGAS00001001924		EGA review 2026-09-22 (corrected by the reviewer)			
COHO:0000294	EGAS00001000629		EGA review 2026-09-22 (corrected by the reviewer): one of the network's low-coverage sequencing studies of African populations (EGAS00001000629 to EGAS00001000640)			
COHO:0000295	EGAS00001006518		EGA review 2026-09-22 (added by the reviewer)			
COHO:0000296	EGAS00001000936		EGA review 2026-09-22: a Swedish ischaemic stroke case-control study drawing on the cohort			
COHO:0000297	EGAS00001002169		EGA review 2026-09-22 (added by the reviewer): the project's epigenetics study combining four birth cohorts			
COHO:0000298	EGAS00001003511		EGA review 2026-09-22 (corrected by the reviewer)			
COHO:0000299	EGAS00001004812		EGA review 2026-09-22 (corrected by the reviewer)			
COHO:0000300	EGAS00001004390		EGA search 2026-09-22 for the ready-to-add list's name			
COHO:0000301	EGAS00001003419		EGA search 2026-09-22 for the ready-to-add list's name; the acronym MI is added as the project's short form			
COHO:0000302	EGAS00001008226		EGA search 2026-09-22 for the ready-to-add list's name			
COHO:0000303	EGAS00000000102		EGA review 2026-09-22 (corrected by the reviewer)			
COHO:0000304	EGAS00000000083		EGA search 2026-09-22 for the ready-to-add list's name; EGAS00001004327 holds the cohort's methylation data			
COHO:0000305	EGAS00000000137		EGA review 2026-09-22 (corrected by the reviewer)			
COHO:0000306	EGAS50000000144		EGA search 2026-09-22 for the reviewer's name MulitMuTHER Study			
COHO:0000307	EGAS00001001569		EGA review 2026-09-22 (added by the reviewer); EGAS00001000097 holds chromatin profiling of the same resource			
COHO:0000308	EGAS00001007710		EGA review 2026-09-22 (corrected by the reviewer)			
COHO:0000309	EGAS00001007722		EGA review 2026-09-22 (corrected by the reviewer): one of the cohort's NanoSeq studies (EGAS00001007722 to EGAS00001007727)			
COHO:0000310	EGAS00001007728		EGA review 2026-09-22; EGAS00001007729 is the cohort's exome study			
COHO:0000311	EGAS00001007563		EGA review 2026-09-22 (added by the reviewer): immune repertoire study of the NeoALTTO and CALGB 40601 trials			
COHO:0000312	EGAS00001004870		EGA review 2026-09-22 (corrected by the reviewer): the 2016 common disease patients dataset of 13,489 blood donors			
COHO:0000313	EGAS00001001651		EGA review 2026-09-22 (corrected by the reviewer); EGAS00001001707 and EGAS00001001722 are further records of the same project			
COHO:0000314	EGAS50000000168		EGA search 2026-09-22 for the ready-to-add list's name			
COHO:0000315	EGAS00001006959		EGA search 2026-09-22 for the ready-to-add list's name PELICAN45 Cohort			
COHO:0000316	EGAS00001005828		EGA search 2026-09-22 for the ready-to-add list's name			
COHO:0000317	EGAS00001005554		EGA search 2026-09-22 for the ready-to-add list's name, through the Janssen R&D Phoenix Trial Committee's datasets			
COHO:0000318	EGAS00001004556		EGA search 2026-09-22 for the ready-to-add list's name			
COHO:0000319	EGAS00001007081		EGA search 2026-09-22 for the ready-to-add list's name: the programme's melanoma study; EGAS00001008217 is its lung study			
COHO:0000320	EGAS00001007958		EGA review 2026-09-22 matched the study's PROFILE to COHO:0000080, a prostate cancer study; the study's PROFILE is the Crohn's disease trial, so the ready-to-add list separates them. The acronym is shared with COHO:0000080 and disambiguated by editor notes on both			
COHO:0000321	EGAS00001002205		EGA search 2026-09-22 for the ready-to-add list's name			
COHO:0000322	EGAS00001000052		EGA review 2026-09-22			
COHO:0000323	EGAS00001007346		EGA search 2026-09-22 for the ready-to-add list's name			
COHO:0000324	EGAS00001006240		EGA review 2026-09-22; the cohort is also part of the MeDALL epigenetics study EGAS00001002169			
COHO:0000325	EGAS00001004792		EGA review 2026-09-22 (corrected by the reviewer)			
COHO:0000326	EGAS00001007321		EGA review 2026-09-22 matched the study's Radar to COHO:0000147, a Dutch adolescent study; the study's Radar cohort is the families of radar technicians, so the ready-to-add list separates them			
COHO:0000327	EGAS50000000805		EGA review 2026-09-22 (corrected by the reviewer)			
COHO:0000328	EGAS50000000333		EGA search 2026-09-22 for the ready-to-add list's name			
COHO:0000329	EGAS50000001205		EGA review 2026-09-22 (corrected by the reviewer); the acronym CORSA is shared with COHO:0000042 Colorectal Cancer Study of Austria, a different study, and disambiguated by editor notes on both			
COHO:0000330		PMID:35396579	the ready-to-add list's name; no EGA study of the consortium itself was found, so the consortium's exome meta-analysis paper is the example			
COHO:0000331	EGAS00001000922		EGA review 2026-09-22; also sequenced within UK10K (EGAS00001000124) and compared with STILTS (EGAS00001002624)			
COHO:0000332	EGAS00001003875		EGA review 2026-09-22 (corrected by the reviewer)			
COHO:0000333	EGAS50000000671		EGA search 2026-09-22 for the ready-to-add list's name			
COHO:0000334	EGAS00001003421		EGA review 2026-09-22 (corrected by the reviewer)			
COHO:0000335	EGAS00001007331		EGA search 2026-09-22 for the ready-to-add list's name			
COHO:0000336	EGAS00001002624		EGA review 2026-09-22 (added by the reviewer); EGAS00001000923 is the study's earlier genotyping proposal			
COHO:0000337	EGAS50000000906	PMID:28832569	EGA review 2026-09-22 (added by the reviewer)			
COHO:0000338	EGAS00001007145		EGA search 2026-09-22 for the ready-to-add list's name			
COHO:0000339		PMID:29489755	the ready-to-add list's name; the initiative's data are at dbGaP (phs000218, mirrored in EGA) and the EGA study EGAS00001006276 compares its childhood AML cohort with it			
COHO:0000340	EGAS00001002247	PMID:28445112	EGA search 2026-09-22 for the ready-to-add list's name: the first 100 TRACERx tumours; further studies are EGAS00001000809, EGAS00001002415, EGAS00001003458, EGAS00001006494 and EGAS00001006523			
COHO:0000341	EGAS00001006257		EGA search 2026-09-22 for the ready-to-add list's name			
COHO:0000342	EGAS00001002602		EGA review 2026-09-22 (corrected by the reviewer)			
COHO:0000343	EGAS50000000577		EGA search 2026-09-22 for the ready-to-add list's name: the study's acute myeloid leukaemia cohort; EGAS50000000885 is its ovarian cohort			
COHO:0000344	EGAS00001001460	PMID:27398621	EGA review 2026-09-22 (corrected by the reviewer); the GoDARTS component is EGAS00001002937			
COHO:0000345	EGAS00001001558		EGA review 2026-09-22: the cohort's genome-wide genotyping study; EGAS00001000545 and EGAS00001000770 hold its sequence data			
COHO:0000346	EGAS00001000079		EGA review 2026-09-22: the Cardiogenics re-sequencing study, which used the cohort's early-onset patients; the reviewer's parent UK BioBank confuses it with the UKBS controls of the same study			
COHO:0000347	EGAS00001002336	PMID:23184150	EGA review 2026-09-22 (added by the reviewer); the group is also the shared control set of the WTCCC studies from EGAS00000000001 and of EGAS00001000050			
COHO:0000348	EGAS00001000090	PMID:24676807	EGA review 2026-09-22 (added by the reviewer): the project's ALSPAC cohort study; the project spans EGAS00001000090 to EGAS00001000321			
COHO:0000349	EGAS00001000101	PMID:23768512	EGA review 2026-09-22 (added by the reviewer); EGAS00001000321 holds the cohort's whole-genome sequences			
COHO:0000350	EGAS00001006012		EGA search 2026-09-22 for the ready-to-add list's name; the companion of the City of Hope cohort			
COHO:0000351	EGAS50000001334		EGA review found no cohort in this study; the name comes from James McLaughlin's ready-to-add list of 2026-09-22 and the study text names the programme			
COHO:0000352	EGAS00001008019		EGA review 2026-09-22: one of the biobank's rhabdomyosarcoma sequencing studies (EGAS00001008017, EGAS00001008019, EGAS00001008156, EGAS00001008387)			
COHO:0000353	EGAS00001004942		EGA search 2026-09-22 for the ready-to-add list's name; further studies are EGAS00001006604 and EGAS00001006698			
COHO:0000354	EGAS00000000018		EGA review 2026-09-22 (verified as WTCCC): the collection's own genome-wide case-control study			
COHO:0000355	EGAS00000000020		EGA review 2026-09-22 (verified as WTCCC): the collection's own genome-wide case-control study			
COHO:0000356	EGAS00000000001		EGA review 2026-09-22 (verified as WTCCC): the collection's own genome-wide case-control study			
COHO:0000357	EGAS00000000024		EGA review 2026-09-22 (verified as WTCCC): the collection's own genome-wide case-control study			
COHO:0000358	EGAS00000000003		EGA review 2026-09-22 (verified as WTCCC): the collection's own genome-wide case-control study			
COHO:0000359	EGAS00000000009		EGA review 2026-09-22 (verified as WTCCC): the collection's own genome-wide case-control study			
COHO:0000360	EGAS00000000006		EGA review 2026-09-22 (verified as WTCCC): the collection's own genome-wide case-control study			
COHO:0000361	EGAS00000000022		EGA review 2026-09-22 (verified as WTCCC): the collection's own genome-wide case-control study			
COHO:0000362	EGAS00000000011		EGA review 2026-09-22 (verified as WTCCC): the collection's own genome-wide case-control study			
COHO:0000363	EGAS00000000027		EGA review 2026-09-22 (verified as WTCCC)			
COHO:0000364	EGAS00000000014		EGA review 2026-09-22 (verified as WTCCC): the collection's own genome-wide case-control study			
COHO:0000365	EGAS00000000016		EGA review 2026-09-22 (verified as WTCCC): the collection's own genome-wide case-control study			
COHO:0000366	GCST90727422	PMID:42127933	the GWAS and PGS Catalog review 2026-09-23, catalog_cohorts_review.tsv; “In this genome-wide association study (GWAS), we analysed data from individuals carrying ADAD mutations and control participants from three cohorts— the Knight Alzheimer Disease Research Center (Knight-ADRC),18 the Dominantly Inherited Alzheimer Network (DIAN) observational study, and the Alzheimer Disease Sequencing Project (ADSP) R4.” https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13340468/fullTextXML	In this genome-wide association study (GWAS), we analysed data from individuals carrying ADAD mutations and control participants from three cohorts— the Knight Alzheimer Disease Research Center (Knight-ADRC),18 the Dominantly Inherited Alzheimer Network (DIAN) observational study, and the Alzheimer Disease Sequencing Project (ADSP) R4.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13340468/fullTextXML	
COHO:0000367	GCST90103504	PMID:35086473	the GWAS and PGS Catalog review 2026-09-23, catalog_cohorts_review.tsv; “Data used in this analysis was obtained from the Alzheimer’s Disease Neuroimaging Initiative (ADNI) database [47].” https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8796646/fullTextXML	Data used in this analysis was obtained from the Alzheimer’s Disease Neuroimaging Initiative (ADNI) database [47].	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8796646/fullTextXML	
COHO:0000368	GCST90727422	PMID:42127933	the GWAS and PGS Catalog review 2026-09-23, catalog_cohorts_review.tsv; “In this genome-wide association study (GWAS), we analysed data from individuals carrying ADAD mutations and control participants from three cohorts— the Knight Alzheimer Disease Research Center (Knight-ADRC),18 the Dominantly Inherited Alzheimer Network (DIAN) observational study, and the Alzheimer Disease Sequencing Project (ADSP) R4.” https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13340468/fullTextXML	In this genome-wide association study (GWAS), we analysed data from individuals carrying ADAD mutations and control participants from three cohorts— the Knight Alzheimer Disease Research Center (Knight-ADRC),18 the Dominantly Inherited Alzheimer Network (DIAN) observational study, and the Alzheimer Disease Sequencing Project (ADSP) R4.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13340468/fullTextXML	
